Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
Q8BU14,Q8BU14,SEC62_MOUSE,Sec62,Translocation protein SEC62,416748,403890,357195,441048,442034,431471,509681,666871
Q8BU30,Q8BU30,SYIC_MOUSE,Iars1,"Isoleucine--tRNA ligase, cytoplasmic",14991.7,14265.5,12081.9,11284.7,11730.5,10177.8,8527.56,10624.2
Q8BU31,Q8BU31,RAP2C_MOUSE,Rap2c,Ras-related protein Rap-2c,22722.8,,25995,17683.1,14647.5,12994,20990.8,22146.6
Q8BU33,Q8BU33,HACL2_MOUSE,Ilvbl,2-hydroxyacyl-CoA lyase 2,92436.2,80156.7,76856.4,77980.2,100795,87848.9,109244,106464
Q8BU85,Q8BU85,MSRB3_MOUSE,Msrb3,"Methionine-R-sulfoxide reductase B3, mitochondrial",64641.4,63195.7,69613.4,73299.6,61778.7,69132.8,59928.3,70499.6
Q8BU88,Q8BU88,RM22_MOUSE,Mrpl22,Large ribosomal subunit protein uL22m,16745.7,12958.5,24109,25479.1,24457.9,28398.9,13676.4,12858.7
Q8BUE4,Q8BUE4,FSP1_MOUSE,Aifm2,Ferroptosis suppressor protein 1,12002.1,,,,,,10973.6,8314.07
Q8BUH1,Q8BUH1,TXN4B_MOUSE,Txnl4b,Thioredoxin-like protein 4B,,,,1372.01,1684.77,,2110.84,5925.84
Q8BUK6,Q8BUK6,HOOK3_MOUSE,Hook3,Protein Hook homolog 3,46647.6,34334.6,37991.8,47938.8,41395.7,44759.7,42327.1,48147.3
Q8BUR4,Q8BUR4,DOCK1_MOUSE,Dock1,Dedicator of cytokinesis protein 1,13913,4849.07,7203.66,6204.84,10877.4,10285.3,25160,21968.5
Q8BUV3,Q8BUV3,GEPH_MOUSE,Gphn,Gephyrin,1.11E+06,1.19E+06,1.26E+06,1.21E+06,1.16E+06,1.18E+06,1.09E+06,1.17E+06
Q8BUV8,Q8BUV8,GP107_MOUSE,Gpr107,Protein GPR107,28439,,23229.4,27069.8,20553,30042,21507.6,25288.7
Q8BUX5,Q8BUX5,RHBG_MOUSE,Rhbg,Ammonium transporter Rh type B,42147,42915.9,35474.4,34064.3,44262.1,35450.6,46206.8,42325.9
Q8BUY5,Q8BUY5,TIDC1_MOUSE,Timmdc1,"Complex I assembly factor TIMMDC1, mitochondrial",353592,324297,316363,359991,341383,329999,330659,363879
Q8BUY9,Q8BUY9,PGTB1_MOUSE,Pggt1b,Geranylgeranyl transferase type-1 subunit beta,57086.5,55668.4,53459.1,62444.4,62451.2,58476.7,63032.5,65342.8
Q8BV13,Q8BV13,CSN7B_MOUSE,Cops7b,COP9 signalosome complex subunit 7b,9662.12,10764.9,7465.96,,8590.21,5553.54,18370.9,17399.8
Q8BV49,Q504N7;Q8BV49,IFIX_MOUSE,Pyhin1,Pyrin and HIN domain-containing protein 1,15483.4,,22165.4,,16758.8,9811.78,16999.6,14552.7
Q8BVA5,Q8BVA5,LDAH_MOUSE,Ldah,Lipid droplet-associated hydrolase,9241.87,9925.64,,17322.2,10419.6,26108.6,15476.9,14819.9
Q8BVE3,Q8BVE3,VATH_MOUSE,Atp6v1h,V-type proton ATPase subunit H,85948.5,76366.3,78126.7,66456.3,88928.3,73249.3,64779.9,73511.9
Q8BVF2,Q8BVF2,PDCL3_MOUSE,Pdcl3,Phosducin-like protein 3,58474.1,48216.2,56731.3,55722.7,52522.9,52994.8,56783.6,50511.3
Q8BVF4,Q8BVF4,CCD30_MOUSE,Ccdc30,Coiled-coil domain-containing protein 30,,206048,,140079,,138606,160184,142700
Q8BVF7,Q8BVF7,APH1A_MOUSE,Aph1a,Gamma-secretase subunit APH-1A,40868.8,45393.7,51296.2,45145.8,53578.5,65226.7,36892.5,36194.5
Q8BVG4,Q8BVG4,DPP9_MOUSE,Dpp9,Dipeptidyl peptidase 9,,,,,,,,14512.5
Q8BVI4,Q8BVI4,DHPR_MOUSE,Qdpr,Dihydropteridine reductase,8.79E+06,7.71E+06,7.69E+06,9.39E+06,8.60E+06,8.80E+06,1.28E+07,1.53E+07
Q8BVI5,Q8BVI5,STX16_MOUSE,Stx16,Syntaxin-16,8262.19,9405.64,13904.3,,,,8904.97,13864.8
Q8BVK9,Q8BVK9,SP110_MOUSE,Sp110,Sp110 nuclear body protein,2427.12,,,3016.36,,,1944.88,
Q8BVL3,Q8BVL3,SNX17_MOUSE,Snx17,Sorting nexin-17,12361,,,6099.84,12487.4,12525.9,11402.3,9541.93
Q8BVQ5,Q8BVQ5,PPME1_MOUSE,Ppme1,Protein phosphatase methylesterase 1,179737,180438,182132,158003,155002,166657,157286,167046
Q8BVR6,Q8BVR6,RSPRY_MOUSE,Rspry1,RING finger and SPRY domain-containing protein 1,14295.4,9754.48,15603.3,13838.3,16206.9,20513.9,15396.6,17215.4
Q8BVU5,Q8BVU5,NUDT9_MOUSE,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial",57304.6,51255.9,54595.9,63201.9,66712.7,58733.6,61617.3,66244
Q8BVV7,Q8BVV7,CEP95_MOUSE,Cep95,Centrosomal protein of 95 kDa,41449.9,90213.1,144611,5220.56,33900.4,65351.3,28657.3,25874.4
Q8BVW3,Q8BVW3,TRI14_MOUSE,Trim14,Tripartite motif-containing protein 14,122703,102871,101879,116112,101209,113585,91382.6,102335
Q8BVY0,Q8BVY0,RL1D1_MOUSE,Rsl1d1,Ribosomal L1 domain-containing protein 1,51610.1,75771.5,67890.8,59717.9,45077,69062.7,64697.1,73870.4
Q8BVZ1,Q8BVZ1,PLIN5_MOUSE,Plin5,Perilipin-5,,4830.16,,,3664.84,,5070.72,7171.5
Q8BW22,Q8BW22,CREST_MOUSE,Ss18l1,Calcium-responsive transactivator,2460.03,,,,3677.91,3234.95,1979.29,1770.31
Q8BW75,Q8BW75,AOFB_MOUSE,Maob,Amine oxidase [flavin-containing] B,6.61E+06,7.42E+06,6.88E+06,6.34E+06,8.39E+06,7.77E+06,1.23E+07,1.30E+07
Q8BW96,Q8BW96,KCC1D_MOUSE,Camk1d,Calcium/calmodulin-dependent protein kinase type 1D,53181.5,38489.2,50251.4,45008.5,55153.5,36019.4,52473.8,38723.8
Q8BWF0,Q8BWF0,SSDH_MOUSE,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",1.79E+06,1.56E+06,1.42E+06,1.61E+06,1.68E+06,1.66E+06,2.04E+06,1.92E+06
Q8BWG8,Q8BWG8,ARRB1_MOUSE,Arrb1,Beta-arrestin-1,129594,120591,98635.6,110917,110391,149830,128930,148898
Q8BWG9,Q8BWG9,CRCM1_MOUSE,Orai1,Calcium release-activated calcium channel protein 1,,,,,,6517.33,,10236.6
Q8BWH0,Q8BWH0,S38A7_MOUSE,Slc38a7,Sodium-coupled neutral amino acid transporter 7,90151.5,104252,111616,104324,87202.8,103843,66994.6,66949.8
Q8BWJ3,Q8BWJ3,KPB2_MOUSE,Phka2,"Phosphorylase b kinase regulatory subunit alpha, liver isoform",9006.14,,8486.15,10857.5,13026.6,,8863.61,9272.8
Q8BWM0,Q8BWM0,PGES2_MOUSE,Ptges2,Prostaglandin E synthase 2,283588,281052,269412,293658,281920,306194,311753,302656
Q8BWN8,Q8BWN8,ACOT4_MOUSE,Acot4,Peroxisomal succinyl-coenzyme A thioesterase,330483,178792,238244,271316,299690,276462,365792,352441
Q8BWP5,Q8BWP5,TTPA_MOUSE,Ttpa,Alpha-tocopherol transfer protein,1.33E+06,1.27E+06,1.34E+06,1.33E+06,1.60E+06,1.46E+06,1.68E+06,1.59E+06
Q8BWP8,Q8BWP8,B4GA1_MOUSE,B4gat1,"Beta-1,4-glucuronyltransferase 1",23676.1,15870.5,,15409.7,,,26858.9,22796.7
Q8BWQ1,Q8BWQ1,UD2A3_MOUSE,Ugt2a3,UDP-glucuronosyltransferase 2A3,3.62E+06,3.12E+06,3.28E+06,3.13E+06,3.57E+06,3.28E+06,5.52E+06,5.18E+06
Q8BWQ6,Q8BWQ6,VP35L_MOUSE,Vps35l,VPS35 endosomal protein-sorting factor-like,33824.9,32250.2,58191.4,39959.1,28317.8,41099.3,18664,21163.8
Q8BWR2,Q8BWR2,PITH1_MOUSE,Pithd1,PITH domain-containing protein 1,57907.8,92440.5,69888.9,91979.5,73625.7,126993,64876.6,102877
Q8BWS5,Q8BWS5,GRIN3_MOUSE,Gprin3,G protein-regulated inducer of neurite outgrowth 3,253411,210745,205476,227307,253650,209606,222757,255387
Q8BWT1,Q8BWT1,THIM_MOUSE,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",2.95E+07,2.89E+07,2.91E+07,2.73E+07,3.06E+07,2.90E+07,3.46E+07,3.52E+07
Q8BWT5,Q8BWT5,DIP2A_MOUSE,Dip2a,Disco-interacting protein 2 homolog A,,,,,,,4868.41,8901.51
Q8BWU5,Q8BWU5,OSGEP_MOUSE,Osgep,tRNA N6-adenosine threonylcarbamoyltransferase,53035.4,54112.3,46971.1,40654.4,44688.5,41692.3,42003.7,38270.8
Q8BWU8,Q8BWU8,AT2L1_MOUSE,Etnppl,Ethanolamine-phosphate phospho-lyase,79199.5,83359.9,72591.4,75526.6,63199.3,75359.4,89136.8,113318
Q8BWW4,Q8BWW4,LARP4_MOUSE,Larp4,La-related protein 4,322643,327073,315683,338651,320267,342037,287128,286522
Q8BWW9,Q8BWW9,PKN2_MOUSE,Pkn2,Serine/threonine-protein kinase N2,22581,24145,23643,24104.5,21789.2,18579.6,16943.9,18577.4
Q8BWY2,Q8BWY2,CLC1A_MOUSE,Clec1a,C-type lectin domain family 1 member A,7900.61,,10867.2,12304.7,,10480.7,4292.32,8004.87
Q8BWY3,Q8BWY3,ERF1_MOUSE,Etf1,Eukaryotic peptide chain release factor subunit 1,74262.3,66470,68966.1,65408.3,64105.8,72748.5,73979.8,82108.4
Q8BWY4,Q8BWY4,MBLC1_MOUSE,Mblac1,Metallo-beta-lactamase domain-containing protein 1,,3525.3,,,,,2146.51,
Q8BWY7,Q8BWY7,S39AB_MOUSE,Slc39a11,Zinc transporter ZIP11,12292,,,,11582.7,18882.5,18283.2,21993.4
Q8BX02,Q8BX02,KANK2_MOUSE,Kank2,KN motif and ankyrin repeat domain-containing protein 2,36402.1,59165.7,42751.3,51699.4,46695.1,41383.7,35174.2,39844.9
Q8BX09,Q8BX09,RBBP5_MOUSE,Rbbp5,Retinoblastoma-binding protein 5,95086.6,100985,96375.5,88369.6,88610.7,87743.5,91097.4,75084.4
Q8BX10,Q8BX10,PGAM5_MOUSE,Pgam5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",146678,134028,135294,135138,146845,142873,121752,135423
Q8BX70,Q8BX70,VP13C_MOUSE,Vps13c,Intermembrane lipid transfer protein VPS13C,111812,116073,106235,107690,111231,107299,98125.1,101618
Q8BX80,Q8BX80,ENASE_MOUSE,Engase,Cytosolic endo-beta-N-acetylglucosaminidase,45441.3,38425.3,33044.9,33785.3,41522.6,35689.3,38954.2,38337.1
Q8BX90,Q8BX90,FND3A_MOUSE,Fndc3a,Fibronectin type-III domain-containing protein 3A,35229.5,46792.7,24851,39907.4,30690.7,43355,32671.1,27228.7
Q8BX94,Q8BX94,OSBL2_MOUSE,Osbpl2,Oxysterol-binding protein-related protein 2,6474.85,6178.96,2467.59,8384.19,3415.53,7074.95,10226.1,9034.42
Q8BXA1,Q8BXA1,GOLI4_MOUSE,Golim4,Golgi integral membrane protein 4,106246,118868,123429,99097.4,100798,95705.5,92106.6,120574
Q8BXB6,Q8BXB6,SO2B1_MOUSE,Slco2b1,Solute carrier organic anion transporter family member 2B1,950685,647038,782415,770201,748629,814565,1.42E+06,1.88E+06
Q8BXC6,Q8BXC6,COMD2_MOUSE,Commd2,COMM domain-containing protein 2,,,,,,,15262.6,16173.7
Q8BXJ2,Q8BXJ2,TREF1_MOUSE,Trerf1,Transcriptional-regulating factor 1,730260,717302,603710,727637,691113,891465,873443,717984
Q8BXJ9,Q8BXJ9,TMM62_MOUSE,Tmem62,Transmembrane protein 62,79633,68350.8,49455.9,51103.7,63714,81025.8,62702.4,72349.5
Q8BXK8,Q8BXK8,AGAP1_MOUSE,Agap1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",17194.2,18372.4,14015.5,14155.1,14977.1,15949.4,7645.83,11153.2
Q8BXL7,Q8BXL7,ARFRP_MOUSE,Arfrp1,ADP-ribosylation factor-related protein 1,3718.74,3391.53,,,,5136.86,3801.25,
Q8BXN7,Q8BXN7,PPM1K_MOUSE,Ppm1k,"Protein phosphatase 1K, mitochondrial",30622.1,41214.2,24344.7,23075.5,28187.2,22204.6,21394.6,17881.4
Q8BXV2,Q8BXV2,BRI3B_MOUSE,Bri3bp,BRI3-binding protein,,,,,,,16238.7,31822.9
Q8BXZ1,Q8BXZ1,TMX3_MOUSE,Tmx3,Protein disulfide-isomerase TMX3,,,,,22977.4,,19434,16313.6
Q8BY02,Q8BY02,NKRF_MOUSE,Nkrf,NF-kappa-B-repressing factor,,,7220.62,3777.45,3241.38,10965.5,,5092.42
Q8BY71,Q8BY71,HAT1_MOUSE,Hat1,Histone acetyltransferase type B catalytic subunit,6612.19,12717,,7734.96,6016.95,9168.29,9935.93,4778.91
Q8BY87,Q8BY87,UBP47_MOUSE,Usp47,Ubiquitin carboxyl-terminal hydrolase 47,60972.9,72310.6,48390.9,51799.5,42912,55142.5,42386.7,42629.1
Q8BY89,Q8BY89,CTL2_MOUSE,Slc44a2,Choline transporter-like protein 2,123033,127335,147688,137040,131779,138875,123858,135264
Q8BYA0,Q8BYA0,TBCD_MOUSE,Tbcd,Tubulin-specific chaperone D,,,,,,9252.87,9707.57,4602.93
Q8BYB9,Q8BYB9,PGLT1_MOUSE,Poglut1,Protein O-glucosyltransferase 1,,,8793.88,,,,7599.02,6697.2
Q8BYC6,Q8BYC6,TAOK3_MOUSE,Taok3,Serine/threonine-protein kinase TAO3,5940.09,,14969.6,,28347.1,13052.6,14038.5,8666.16
Q8BYH7,Q8BYH7,TBC17_MOUSE,Tbc1d17,TBC1 domain family member 17,27273.7,30893.4,56152.6,25652.9,27786.8,18532.7,25780.7,22553.3
Q8BYH8,Q8BYH8,CHD9_MOUSE,Chd9,Chromodomain-helicase-DNA-binding protein 9,,,,,,,24709.5,20724.2
Q8BYI8,Q8BYI8,F234B_MOUSE,Fam234b,Protein FAM234B,27229.5,,25498.4,16346.7,22805.5,14473.1,26346.6,25233.3
Q8BYK6,Q8BYK6,YTHD3_MOUSE,Ythdf3,YTH domain-containing family protein 3,130032,107670,104689,104282,106819,96512.4,119140,160333
Q8BYK8,Q8BYK8,ZC3H6_MOUSE,Zc3h6,Zinc finger CCCH domain-containing protein 6,,,115109,,,,,
Q8BYL4,Q8BYL4,SYYM_MOUSE,Yars2,"Tyrosine--tRNA ligase, mitochondrial",86356.3,59932.3,49698.3,,,30837.6,29078.2,24982.1
Q8BYM8,Q8BYM8,SYCM_MOUSE,Cars2,"Probable cysteine--tRNA ligase, mitochondrial",62087.7,69483.5,51541.4,51673,54653.3,54346.5,67616.9,61286
Q8BYR2,Q8BYR2,LATS1_MOUSE,Lats1,Serine/threonine-protein kinase LATS1,27678.9,,18719.2,,,26870,16574.1,3344.76
Q8BYU6,Q8BYU6,TOIP2_MOUSE,Tor1aip2,Torsin-1A-interacting protein 2,195430,219156,207458,206834,195052,214091,215969,256255
Q8BYW1,Q8BYW1,RHG25_MOUSE,Arhgap25,Rho GTPase-activating protein 25,11996.1,14118,12145.8,9656.77,17526.9,11656.3,15274,16007
Q8BYW9,Q8BYW9,EOGT_MOUSE,Eogt,EGF domain-specific O-linked N-acetylglucosamine transferase,10238.8,10710.4,13809.4,9078.31,7848.05,8775.71,12461.7,10597.6
Q8BYY4,Q8BYY4,TT39B_MOUSE,Ttc39b,Tetratricopeptide repeat protein 39B,172728,119459,156927,114207,161929,101578,175056,120113
Q8BYZ1,Q8BYZ1,ABI3_MOUSE,Abi3,ABI gene family member 3,26359.5,76062,29126.1,,30055.6,26523.3,31718.7,39650.5
Q8BYZ7,Q8BYZ7,ELMO3_MOUSE,Elmo3,Engulfment and cell motility protein 3,,,,,,,5076.73,6321.71
Q8BZ00,Q8BZ00,SL9A9_MOUSE,Slc9a9,Sodium/hydrogen exchanger 9,18966.4,,,,,,11910.2,36221.9
Q8BZ09,Q8BZ09,ODC_MOUSE,Slc25a21,Mitochondrial 2-oxodicarboxylate carrier,498349,462293,593109,564439,536527,549884,584799,527488
Q8BZ32,Q8BZ32;Q8C4A5,ASXL2_MOUSE,Asxl2,Putative Polycomb group protein ASXL2,4344.92,6605.15,,,,,13828.5,17286.7
Q8BZ47,Q8BZ47,ZN609_MOUSE,Znf609,Zinc finger protein 609,23695.3,39776.4,22239.9,31578.3,36306.2,29241.8,23598.3,23287.6
Q8BZB2,Q8BZB2,COAC_MOUSE,Ppcdc,Phosphopantothenoylcysteine decarboxylase,25595.6,36299.1,34499.9,25480.7,21104.8,29102.9,19269.7,32847.2
Q8BZF8,Q8BZF8,PGM5_MOUSE,Pgm5,Phosphoglucomutase-like protein 5,46772.6,65732.6,43692.1,38567.6,52908.7,50039.5,44398.4,44504.8
Q8BZI6,Q8BZI6,GUCD1_MOUSE,Gucd1,Protein GUCD1,20815.8,20286.7,26952.8,23092.2,20943.3,24611.1,14445.7,18874.5
Q8BZR9,Q8BZR9,NCBP3_MOUSE,Ncbp3,Nuclear cap-binding protein subunit 3,,,11589.4,12457.7,12500.3,16124,7829.35,7774.97
Q8BZT9,Q8BZT9,LACC1_MOUSE,Lacc1,Purine nucleoside phosphorylase LACC1,11405.1,,5682.83,7259.46,,3138.56,5997.13,5241.37
Q8BZW2,Q8BZW2,SWAHB_MOUSE,Sowahb,Ankyrin repeat domain-containing protein SOWAHB,7590.74,,,,10872.1,,7455.27,
Q8BZW8,Q8BZW8,NHLC2_MOUSE,Nhlrc2,NHL repeat-containing protein 2,128521,129566,100213,133086,126248,138046,110338,116891
Q8BZX4,Q8BZX4,SREK1_MOUSE,Srek1,Splicing regulatory glutamine/lysine-rich protein 1,8458.28,15132.4,,10396.1,9155.27,22157.6,11586.3,13950.9
Q8BZZ3,Q8BZZ3,WWP1_MOUSE,Wwp1,NEDD4-like E3 ubiquitin-protein ligase WWP1,32817.3,20437.3,,9895.11,12874.1,21641.7,20810.8,25754.1
Q8C006,Q8C006,TRI35_MOUSE,Trim35,E3 ubiquitin-protein ligase TRIM35,30186.8,,34952.5,39447.7,51664.7,38993,32785,20278.1
Q8C025,Q8C025,CHPT1_MOUSE,Chpt1,Cholinephosphotransferase 1,59488.5,59134.6,61436.4,73940.8,60632.2,68233.1,49977.3,55314
Q8C052,Q8C052,MAP1S_MOUSE,Map1s,Microtubule-associated protein 1S,51698.8,64836.3,64034.3,73647.5,52138.3,64421.9,41288.1,59954.4
Q8C078,Q8C078,KKCC2_MOUSE,Camkk2,Calcium/calmodulin-dependent protein kinase kinase 2,46720.1,,53263.9,12419.8,37453.5,18292.9,38489.7,17295.6
Q8C079,Q8C079;Q8C9H6,STRP1_MOUSE,Strip1,Striatin-interacting protein 1,43758.3,39671.8,,39247.9,31790,25880.6,28480.3,23135.2
Q8C0C0,Q8C0C0,ZHX2_MOUSE,Zhx2,Zinc fingers and homeoboxes protein 2,35861.8,40119.3,40069.6,43063.2,33751.8,36775.9,24282.1,26716.9
Q8C0C7,Q8C0C7,SYFA_MOUSE,Farsa,Phenylalanine--tRNA ligase alpha subunit,32010.2,50758.8,28607.3,27737.2,28831.2,32520.2,28263.4,39688.8
Q8C0D0,Q8C0D0,TRUB1_MOUSE,Trub1,Pseudouridylate synthase TRUB1,6237.86,13863.7,,5864.97,7767.67,9298.35,8806,9979.54
Q8C0D4,Q8C0D4,RHG12_MOUSE,Arhgap12,Rho GTPase-activating protein 12,53488,48776.7,51541.1,51368.1,56218.7,55043.6,52722.7,46522.5
Q8C0D5,Q8C0D5,EFL1_MOUSE,Efl1,Elongation factor-like GTPase 1,27714.7,27513.1,21968.9,16848.9,19932.2,21529.1,16461,18610.2
Q8C0E2,Q8C0E2,VP26B_MOUSE,Vps26b,Vacuolar protein sorting-associated protein 26B,133390,116259,116194,110216,119063,108777,115698,132692
Q8C0G2,Q8C0G2,T3JAM_MOUSE,Traf3ip3,TRAF3-interacting JNK-activating modulator,,2606.79,,,,,3439.51,2021.81
Q8C0I1,Q8C0I1,ADAS_MOUSE,Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",31033.4,30265.7,39590.2,27395.8,30100.5,35331.5,35541.1,39239.9
Q8C0J2,Q8C0J2,A16L1_MOUSE,Atg16l1,Autophagy-related protein 16-1,256666,176190,242484,233756,246806,206141,294933,311853
Q8C0K5,Q8C0K5,GDC_MOUSE,Slc25a16,Solute carrier family 25 member 16,159783,166992,195746,179553,180179,204964,186507,195928
Q8C0L0,Q8C0L0,TMX4_MOUSE,Tmx4,Thioredoxin-related transmembrane protein 4,58890,42339.9,68503.3,67423.7,198931,58804.4,,28121.5
Q8C0L6,Q8C0L6,PAOX_MOUSE,Paox,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,30360.7,17790.9,41952.6,21336.9,24529.4,38342,20644.1,19586.4
Q8C0L8,Q8C0L8,COG5_MOUSE,Cog5,Conserved oligomeric Golgi complex subunit 5,4632.24,,,,,,4943.78,5937.9
Q8C0L9,Q8C0L9,GPCP1_MOUSE,Gpcpd1,Glycerophosphocholine phosphodiesterase GPCPD1,,,,,,,,9516.13
Q8C0M9,Q8C0M9,ASGL1_MOUSE,Asrgl1,Isoaspartyl peptidase/L-asparaginase,256485,245452,258784,240160,245526,253212,237091,231876
Q8C0N2;Q8K2C8,Q8C0N2;Q8K2C8,GPAT3_MOUSE;GPAT4_MOUSE,Gpat3;Gpat4,Glycerol-3-phosphate acyltransferase 3,,,,,,,,2730.1
Q8C0Q2,Q8C0Q2,ZHX3_MOUSE,Zhx3,Zinc fingers and homeoboxes protein 3,110422,86151.8,118952,100274,117981,131131,84875.3,93696.3
Q8C0T5,Q8C0T5,SI1L1_MOUSE,Sipa1l1,Signal-induced proliferation-associated 1-like protein 1,5815.43,,8006,8404.93,7380.99,9481.78,6284.24,3342.8
Q8C0Y0,Q8C0Y0,PP4R4_MOUSE,Ppp4r4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,855183,1.35E+06,1.55E+06,737746,775322,1.07E+06,692329,795256
Q8C0Z1,Q8C0Z1,F234A_MOUSE,Fam234a,Protein FAM234A,329545,343995,405624,371845,319778,344784,301241,296695
Q8C110,Q8C110,SLIK6_MOUSE,Slitrk6,SLIT and NTRK-like protein 6,,,,,,,7264.13,14559.7
Q8C129,Q8C129,LCAP_MOUSE,Lnpep,Leucyl-cystinyl aminopeptidase,92437.1,87393.2,90595.6,95236.4,100533,95975.4,87346.5,81460.6
Q8C138,Q8C138,ADTRP_MOUSE,Adtrp,Androgen-dependent TFPI-regulating protein,,,,,,,22324.5,39268.6
Q8C142,Q8C142,ARH_MOUSE,Ldlrap1,Low density lipoprotein receptor adapter protein 1,11996.8,12908.4,11113.9,6067.09,9504.08,9620.48,14313.7,13196.2
Q8C163,Q8C163,EXOG_MOUSE,Exog,"Nuclease EXOG, mitochondrial",6465.28,6894.79,11017.8,11119,8851.06,7312.97,8594.83,9486.23
Q8C165,Q8C165,P20D1_MOUSE,Pm20d1,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,2.06E+06,2.11E+06,2.22E+06,2.18E+06,2.28E+06,2.17E+06,2.13E+06,2.24E+06
Q8C166,Q8C166,CPNE1_MOUSE,Cpne1,Copine-1,33140.6,25573,27820.7,34205.8,33654.2,33745.6,36461.1,40662
Q8C180,Q8C180,FRS2_MOUSE,Frs2,Fibroblast growth factor receptor substrate 2,12784.9,8880.67,9210.83,17141.6,11108.6,16639,9610.84,8885.78
Q8C181,Q8C181,MBNL2_MOUSE,Mbnl2,Muscleblind-like protein 2,49107.9,51801.7,40785,48603.9,46178,33830.8,29462.8,29213.9
Q8C196,Q8C196,CPSM_MOUSE,Cps1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",1.66E+07,1.65E+07,1.31E+07,1.44E+07,1.52E+07,1.54E+07,1.72E+07,1.81E+07
Q8C1A5,Q8C1A5,THOP1_MOUSE,Thop1,Thimet oligopeptidase,287149,261085,265154,279137,271259,257941,314950,290839
Q8C1A9,Q8C1A9,ABD18_MOUSE,Abhd18,Protein ABHD18,,,,,16545.6,,13567.7,15101.9
Q8C1B1,Q8C1B1,CAMP2_MOUSE,Camsap2,Calmodulin-regulated spectrin-associated protein 2,45747.2,31308.3,46269.4,37089.3,33094.7,33013.9,21447.7,20607.5
Q8C1B7,Q8C1B7;Q8CHH9;Q9R1T4,SEP11_MOUSE,Septin11,Septin-11,481089,468813,473159,572217,580200,552276,539808,594273
Q8C1D8,Q8C1D8,IWS1_MOUSE,Iws1,Protein IWS1 homolog,19806.5,15689.3,16754.9,15659.8,17031.1,13696.2,14180.2,13299.1
Q8C1E7,Q8C1E7,TACAN_MOUSE,Tmem120a,Ion channel TACAN,39495.4,52154.9,,,29770.8,25720.1,17243.4,26309.9
Q8C1F4,Q8C1F4,CGAT2_MOUSE,Csgalnact2,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,132267,93381.2,,144416,,181128,,
Q8C1M2,Q8C1M2,ZN428_MOUSE,Znf428,Zinc finger protein 428,19539.1,12450.7,12197.2,19247.5,18174.4,25698.5,18872.3,15748.8
Q8C1Q6,Q8C1Q6,UQCC5_MOUSE,Uqcc5,Small integral membrane protein 4,,,,,3167.95,,11895.9,19358.1
Q8C1T8;Q9WVF9,Q9WVF9;Q8C1T8,CLC2H_MOUSE;CLC2I_MOUSE,Clec2h;Clec2i,C-type lectin domain family 2 member H,,,,39319.5,24496.3,,4270.51,
Q8C1Y8,Q8C1Y8,CCZ1_MOUSE,Ccz1,Vacuolar fusion protein CCZ1 homolog,,,,2707.14,5814.16,5864.95,10113.6,11040.2
Q8C1Z8,Q8C1Z8,TM10A_MOUSE,Trmt10a,tRNA methyltransferase 10 homolog A,119434,,,,108684,103593,106019,100963
Q8C267,Q8C267,SETB2_MOUSE,Setdb2,Histone-lysine N-methyltransferase SETDB2,81573.2,,,,,70390.2,63447.4,73695.4
Q8C2B3,Q8C2B3,HDAC7_MOUSE,Hdac7,Histone deacetylase 7,66486.2,49386,,,60256.6,,46400.9,57660.2
Q8C2E7,Q8C2E7,WASC5_MOUSE,Washc5,WASH complex subunit 5,6300.35,5360.76,6889.25,4406.05,2890.07,,1987.96,7745.74
Q8C2K1,Q8C2K1,DEFI6_MOUSE,Def6,Differentially expressed in FDCP 6,221561,251213,250477,223489,178003,186975,,
Q8C2Q3,Q8C2Q3,RBM14_MOUSE,Rbm14,RNA-binding protein 14,114067,83542.7,94213.4,115274,114006,113476,147938,158939
